11/08/2021/18/26/30,4,4,15.16,3.4807,3.4857,3.4832,3.4824,0,22.7,22.7,22.7,22.7,19.56,0.0,13.93
11/08/2021/18/26/40,4,4,15.03,3.4807,3.4858,3.4834,3.4825,0,22.4,23,22.7,22.4,19.61,0.0,13.93
11/08/2021/18/26/50,4,4,15.02,3.4809,3.4858,3.4836,3.4825,0,22.4,22.7,22.7,22.7,19.63,0.0,13.93
11/08/2021/18/27/00,4,4,15.17,3.4809,3.486,3.4838,3.4826,0,22.4,22.4,22.4,23,19.56,0.0,13.93
11/08/2021/18/27/10,4,4,15.13,3.481,3.4862,3.484,3.4828,0,22.1,22.7,22.7,22.4,19.59,0.0,13.93
11/08/2021/18/27/20,4,4,15.13,3.4811,3.4862,3.4842,3.483,0,22.7,23,22.1,22.7,19.59,0.0,13.93
11/08/2021/18/27/30,4,4,15.15,3.4812,3.4862,3.4842,3.4832,0,22.4,23,22.1,23,19.59,0.0,13.93
11/08/2021/18/27/40,4,4,15.08,3.4814,3.4863,3.4842,3.4832,0,22.7,22.7,22.4,22.4,19.63,0.0,13.94
11/08/2021/18/27/50,4,4,15.04,3.4815,3.4863,3.4842,3.4832,0,22.4,22.7,22.7,22.4,19.66,0.0,13.94
11/08/2021/18/28/00,4,4,15.16,3.4816,3.4864,3.4842,3.4833,0,22.4,22.4,22.1,22.7,19.61,0.0,13.94
11/08/2021/18/28/10,4,4,15.04,3.4817,3.4866,3.4843,3.4835,0,22.1,22.4,22.7,22.4,19.67,0.0,13.94
11/08/2021/18/28/20,4,4,15.1,3.4819,3.4868,3.4844,3.4837,0,22.4,23,22.7,22.4,19.66,0.0,13.94
11/08/2021/18/28/30,4,4,15.06,3.482,3.4869,3.4845,3.4838,0,22.7,22.4,22.4,22.7,19.68,0.0,13.94
11/08/2021/18/28/40,4,4,15.12,3.4821,3.4869,3.4846,3.4839,0,22.1,22.7,22.1,23,19.66,0.0,13.94
11/08/2021/18/28/50,4,4,15.1,3.4821,3.487,3.4846,3.4839,0,22.1,23,22.4,22.7,19.67,0.0,13.94
11/08/2021/18/29/00,4,4,15.03,3.4823,3.4871,3.4847,3.484,0,22.1,22.4,22.1,23,19.71,0.0,13.94
11/08/2021/18/29/10,4,4,15.13,3.4824,3.4871,3.4848,3.4841,0,22.1,22.7,22.7,23,19.67,0.0,13.94
11/08/2021/18/29/20,4,4,15.11,3.4826,3.4873,3.4848,3.4841,0,22.4,22.7,22.7,22.7,19.7,0.0,13.94
11/08/2021/18/29/30,4,4,15.15,3.4826,3.4873,3.485,3.4842,0,22.7,23,22.1,22.7,19.68,0.0,13.94
11/08/2021/18/29/40,4,4,15.04,3.4826,3.4874,3.4851,3.4844,0,22.7,22.4,22.7,22.7,19.72,0.0,13.94
11/08/2021/18/29/50,4,4,15.15,3.4826,3.4874,3.4852,3.4845,0,22.4,22.4,22.1,23,19.68,0.0,13.94
11/08/2021/18/30/00,4,4,15.12,3.4828,3.4874,3.4854,3.4846,0,22.7,22.7,22.4,22.7,19.7,0.0,13.94
11/08/2021/18/30/10,4,4,15.1,3.483,3.4875,3.4856,3.4848,0,22.4,22.4,22.4,23,19.72,0.0,13.94
11/08/2021/18/30/20,4,4,15.11,3.483,3.4876,3.4858,3.485,0,22.7,23,22.1,23,19.72,0.0,13.94
11/08/2021/18/30/30,4,4,15.1,3.4831,3.4877,3.486,3.485,0,22.4,23,22.7,22.7,19.73,0.0,13.94
11/08/2021/18/30/40,4,4,15.11,3.4832,3.4879,3.486,3.4851,0,22.4,22.7,22.4,23,19.73,0.0,13.94
11/08/2021/18/30/50,4,4,15.13,3.4834,3.4881,3.4862,3.4853,0,22.1,23,22.4,23,19.74,0.0,13.94
11/08/2021/18/31/00,4,4,15.17,3.4836,3.4882,3.4862,3.4853,0,22.7,22.4,22.4,23,19.73,0.0,13.94
11/08/2021/18/31/10,4,4,15.14,3.4838,3.4882,3.4862,3.4855,0,22.1,23,22.1,23,19.76,0.0,13.94
11/08/2021/18/31/20,4,4,15.1,3.4838,3.4882,3.4863,3.4856,0,22.1,22.4,22.1,22.4,19.77,0.0,13.94
11/08/2021/18/31/30,4,4,15.12,3.4838,3.4883,3.4865,3.4857,0,22.1,23,22.7,22.7,19.77,0.0,13.94
11/08/2021/18/31/40,4,4,15.17,3.4838,3.4884,3.4865,3.4859,0,22.7,23,22.1,23,19.75,0.0,13.94
11/08/2021/18/31/50,4,4,15.08,3.4839,3.4885,3.4867,3.486,0,22.1,23,22.4,23,19.79,0.0,13.95
11/08/2021/18/32/00,4,4,15.11,3.4841,3.4887,3.4867,3.4862,0,22.1,22.7,22.4,22.7,19.79,0.0,13.95
11/08/2021/18/32/10,4,4,15.12,3.4843,3.4889,3.4869,3.4863,0,22.1,23,22.4,22.7,19.8,0.0,13.95
11/08/2021/18/32/20,4,4,15.08,3.4844,3.4889,3.4871,3.4864,0,22.7,23,22.4,23,19.82,0.0,13.95
11/08/2021/18/32/30,4,4,15.15,3.4845,3.489,3.4872,3.4866,0,22.7,23,22.1,22.4,19.8,0.0,13.95
11/08/2021/18/32/40,4,4,15.12,3.4847,3.489,3.4873,3.4868,0,22.4,22.7,22.1,23,19.82,0.0,13.95
11/08/2021/18/32/50,4,4,15.15,3.4847,3.4891,3.4875,3.4869,0,22.7,23,22.7,22.4,19.81,0.0,13.95
11/08/2021/18/33/00,4,4,15.11,3.4849,3.4892,3.4877,3.487,0,22.4,22.4,22.7,22.7,19.84,0.0,13.95
11/08/2021/18/33/10,4,4,15.11,3.485,3.4892,3.4878,3.4872,0,22.1,23,22.4,23,19.85,0.0,13.95
11/08/2021/18/33/20,4,4,15.17,3.4851,3.4894,3.4878,3.4874,0,22.1,22.4,22.1,23,19.83,0.0,13.95
11/08/2021/18/33/30,4,4,15.05,3.4852,3.4896,3.4879,3.4875,0,22.1,23,22.1,22.7,19.88,0.0,13.95
11/08/2021/18/33/40,4,4,15.15,3.4852,3.4896,3.488,3.4876,0,22.1,22.7,22.7,22.7,19.84,0.0,13.95
11/08/2021/18/33/50,4,4,15.16,3.4854,3.4898,3.4881,3.4878,0,22.4,22.7,22.7,23,19.85,0.0,13.95
11/08/2021/18/34/00,4,4,15.04,3.4854,3.49,3.4882,3.488,0,22.1,22.7,22.7,23,19.9,0.0,13.95
11/08/2021/18/34/10,4,4,15.16,3.4855,3.4901,3.4882,3.4881,0,22.4,22.4,22.7,22.7,19.86,0.0,13.95
